animal_id,breed,sex,birth_weight_kg,withers_height_cm,chest_girth_cm,body_length_cm,colostrum_liters_first_week,early_health_score,ration_type,daily_dry_matter_intake_kg,disease_history_first_3m,weight_3m_kg,weight_6m_kg,weight_12m_kg
ANM-00704,Limuzin,Female,30.1,72.5,75.4,71.5,12.3,4,standard,3.98,0,84.7,169.3,272.6
ANM-00705,Simmental,Female,33.0,76.1,90.3,76.5,22.1,5,standard,4.02,0,121.8,209.6,329.5
ANM-00706,Angus,Male,32.0,68.5,74.9,72.6,19.9,4,standard,4.75,1,82.9,137.6,238.7
ANM-00707,Hereford,Female,35.6,74.0,85.4,69.3,14.3,4,standard,5.15,0,99.4,213.9,330.3
ANM-00708,Hereford,Male,34.9,79.1,80.9,69.5,15.3,2,standard,3.46,0,88.5,170.6,287.6
ANM-00709,Jersey,Male,31.2,63.3,73.3,72.7,15.2,3,standard,3.61,0,65.0,125.3,233.4
ANM-00710,Jersey,Female,26.7,65.1,69.0,67.6,13.6,3,standard,4.76,0,65.0,138.8,222.0
ANM-00711,Limuzin,Female,33.7,77.9,82.1,69.9,21.7,4,high_energy,5.35,0,106.6,210.8,366.1
ANM-00712,Angus,Male,42.1,65.3,81.4,63.3,20.2,4,standard,4.73,1,104.5,190.9,296.8
ANM-00713,Hereford,Male,41.1,76.4,86.1,64.4,9.9,3,high_energy,5.18,0,104.0,219.1,384.9
ANM-00714,Limuzin,Male,46.8,80.3,101.2,81.5,25.7,4,high_protein,4.91,0,155.5,265.4,421.9
ANM-00715,Hereford,Female,39.6,76.9,92.5,72.0,16.5,4,high_energy,4.2,0,117.1,193.8,345.4
ANM-00716,Holstein,Male,42.1,76.0,94.6,76.2,19.3,5,standard,5.76,0,127.0,236.3,404.7
ANM-00717,Angus,Male,36.5,78.4,88.5,76.7,22.7,5,standard,4.3,0,122.3,202.5,325.9
ANM-00718,Holstein,Female,35.3,72.5,89.5,69.3,25.6,4,high_energy,5.94,1,94.2,186.6,314.3
ANM-00719,Angus,Male,36.1,76.1,80.3,64.3,15.1,3,high_energy,4.58,0,114.3,210.6,389.0
ANM-00720,Limuzin,Female,37.7,79.1,90.0,80.2,12.8,4,standard,4.92,1,106.5,182.1,266.5
ANM-00721,Jersey,Male,32.1,69.1,72.9,58.8,17.7,3,standard,3.24,0,65.0,130.0,220.0
ANM-00722,Jersey,Female,26.5,67.9,77.8,69.5,17.3,3,high_energy,4.79,0,65.0,140.9,270.2
ANM-00723,Holstein,Male,35.5,73.4,85.9,79.3,19.9,4,standard,4.79,0,105.9,191.3,308.0
ANM-00724,Limuzin,Male,35.6,77.2,75.3,68.0,20.4,3,high_energy,6.42,0,114.4,237.7,405.0
ANM-00725,Holstein,Male,40.1,69.0,85.1,71.3,23.5,5,standard,3.67,0,113.5,196.9,310.9
ANM-00726,Holstein,Female,35.3,80.4,81.8,69.3,17.0,3,standard,5.38,1,84.0,155.1,256.7
ANM-00727,Simmental,Female,36.9,77.9,73.5,74.8,12.9,3,high_protein,3.89,0,90.0,166.0,273.8
ANM-00728,Holstein,Male,38.8,82.7,87.2,72.5,11.9,2,standard,5.67,1,88.6,159.4,264.3
ANM-00729,Jersey,Male,33.7,63.5,73.7,59.4,9.0,5,high_energy,6.2,0,75.9,180.7,327.4
ANM-00730,Jersey,Female,32.6,61.8,71.8,62.5,15.5,5,standard,5.33,1,65.0,125.8,224.5
ANM-00731,Simmental,Male,35.0,72.4,75.8,74.0,10.3,2,standard,4.58,0,94.4,173.2,291.1
ANM-00732,Holstein,Male,47.7,82.5,91.0,74.5,22.5,4,high_protein,5.59,0,130.2,245.9,387.2
ANM-00733,Holstein,Female,36.1,78.6,87.1,74.5,13.6,4,standard,4.57,1,86.7,144.6,220.0
ANM-00734,Simmental,Male,34.4,81.0,89.0,71.1,18.8,4,standard,4.28,0,108.0,206.6,354.9
ANM-00735,Holstein,Male,45.6,75.7,90.1,76.3,20.2,4,high_protein,3.29,1,104.5,176.5,293.9
ANM-00736,Angus,Male,35.4,78.0,84.1,79.7,15.8,5,high_energy,3.68,0,120.3,228.6,401.9
ANM-00737,Holstein,Male,36.5,76.6,94.7,79.3,25.6,3,high_energy,4.92,0,116.7,217.1,356.2
ANM-00738,Simmental,Male,40.6,78.4,92.1,68.5,24.8,3,standard,4.25,0,125.5,212.1,347.1
ANM-00739,Simmental,Female,36.1,78.0,88.8,82.1,19.3,4,standard,5.2,1,102.1,175.9,311.3
ANM-00740,Simmental,Female,38.6,74.9,86.3,77.0,11.7,3,high_energy,2.59,0,89.5,162.6,272.1
ANM-00741,Holstein,Male,43.9,77.0,82.3,67.3,10.1,3,standard,4.64,0,115.5,222.7,352.3
ANM-00742,Holstein,Female,43.7,81.5,96.4,77.0,17.6,4,standard,3.69,1,89.0,145.5,221.3
ANM-00743,Limuzin,Male,36.9,83.3,96.3,81.3,13.0,4,high_energy,5.53,0,130.7,232.3,413.8
ANM-00744,Holstein,Female,35.0,75.5,85.8,75.2,8.1,4,standard,4.0,0,96.7,167.9,283.0
ANM-00745,Jersey,Male,33.6,71.2,75.3,72.7,10.7,3,standard,3.25,0,65.0,126.6,220.0
ANM-00746,Jersey,Female,38.1,71.3,86.1,67.3,16.2,5,standard,2.03,0,77.3,147.7,220.0
ANM-00747,Simmental,Male,37.8,74.3,83.3,89.3,16.4,5,standard,4.07,0,124.3,228.4,365.8
ANM-00748,Jersey,Male,32.2,67.7,75.1,65.3,13.7,5,high_energy,5.44,1,68.5,148.4,259.0
ANM-00749,Hereford,Male,36.2,82.9,83.1,77.1,17.5,3,high_protein,3.21,1,113.8,190.5,281.5
ANM-00750,Limuzin,Male,45.0,82.3,95.3,87.6,15.3,4,standard,3.69,0,131.4,225.0,390.3
ANM-00751,Simmental,Male,46.6,83.3,90.0,74.1,20.8,4,standard,3.48,0,129.3,230.1,359.7
ANM-00752,Simmental,Female,39.8,77.0,83.0,72.6,13.6,5,high_energy,5.19,0,117.5,224.6,370.2
ANM-00753,Simmental,Female,32.7,74.1,86.2,77.0,14.4,5,standard,4.14,0,116.7,209.1,325.7
ANM-00754,Jersey,Male,37.2,68.9,74.8,73.7,22.7,3,standard,2.93,1,65.0,120.0,220.0
ANM-00755,Angus,Female,33.4,70.5,74.1,82.2,8.3,4,high_protein,4.34,0,91.2,170.6,300.2
ANM-00756,Simmental,Female,34.8,81.4,77.4,68.7,16.2,5,high_energy,5.26,1,112.4,202.5,318.9
ANM-00757,Simmental,Female,41.9,70.9,88.6,71.9,16.8,3,standard,3.54,0,115.3,209.2,339.0
ANM-00758,Limuzin,Female,32.1,73.4,83.4,69.1,21.9,4,high_protein,5.36,0,116.7,225.6,378.4
ANM-00759,Holstein,Female,35.7,75.8,78.7,81.0,20.1,3,standard,3.22,1,89.5,156.7,225.6
ANM-00760,Jersey,Male,28.8,64.1,84.7,64.0,15.6,2,high_protein,3.75,1,65.0,126.4,220.0
ANM-00761,Hereford,Female,27.9,65.2,84.9,72.3,9.4,1,high_energy,5.04,1,65.0,120.5,234.8
ANM-00762,Holstein,Female,33.8,72.5,72.3,60.8,25.8,4,high_energy,4.46,1,83.9,144.5,242.6
ANM-00763,Holstein,Male,44.1,76.7,77.7,79.3,18.6,2,high_protein,4.52,0,104.7,211.7,334.9
ANM-00764,Holstein,Male,37.9,74.6,72.9,66.9,14.4,4,high_energy,4.57,0,121.7,208.0,379.2
ANM-00765,Limuzin,Male,43.9,75.8,92.3,76.8,24.6,2,standard,3.98,0,119.8,224.5,348.8
ANM-00766,Holstein,Female,37.3,77.4,98.2,79.2,21.9,5,standard,5.4,0,115.6,198.1,338.2
ANM-00767,Holstein,Male,35.6,79.2,81.9,74.4,16.4,3,high_energy,7.36,1,91.1,206.9,320.3
ANM-00768,Holstein,Female,34.6,66.2,69.5,73.6,21.1,4,high_energy,4.41,1,84.8,153.5,249.2
ANM-00769,Holstein,Female,37.8,74.8,86.5,75.5,16.3,3,standard,5.4,0,96.5,187.5,325.7
ANM-00770,Angus,Female,39.1,70.4,81.0,65.0,8.2,1,high_energy,4.13,1,76.6,161.7,257.0
ANM-00771,Simmental,Male,37.3,81.9,85.2,77.6,15.2,3,high_energy,4.74,0,124.2,228.1,399.8
ANM-00772,Angus,Female,29.7,62.7,72.7,68.5,10.6,4,standard,3.88,0,87.6,160.4,254.3
ANM-00773,Angus,Female,40.3,76.9,73.7,74.3,17.0,4,standard,3.67,1,105.5,158.7,245.9
ANM-00774,Limuzin,Male,38.5,76.7,85.3,68.8,10.0,3,standard,4.26,0,110.7,193.1,329.0
ANM-00775,Holstein,Female,36.6,78.7,87.6,82.0,14.6,5,standard,4.54,1,88.0,147.0,236.2
ANM-00776,Limuzin,Male,43.2,84.8,90.1,76.5,19.5,3,standard,3.16,0,120.3,202.4,361.0
ANM-00777,Angus,Female,41.5,71.4,93.7,75.4,8.5,3,standard,5.35,1,95.3,149.6,262.5
ANM-00778,Holstein,Male,38.5,70.8,76.2,64.5,15.6,3,standard,5.46,1,91.5,164.6,287.5
ANM-00779,Hereford,Male,32.8,73.8,83.9,67.4,14.1,3,standard,5.29,0,104.6,205.7,362.1
ANM-00780,Limuzin,Male,45.8,82.7,90.9,76.0,10.1,3,high_energy,4.94,0,130.8,232.0,384.9
ANM-00781,Simmental,Male,37.8,77.4,84.4,72.5,20.8,4,standard,4.83,0,130.6,229.5,370.3
ANM-00782,Limuzin,Male,41.3,77.0,82.3,68.9,15.3,4,high_protein,2.91,0,112.4,218.8,334.3
ANM-00783,Jersey,Female,28.5,69.9,72.9,60.6,10.9,3,high_protein,3.67,0,65.0,120.9,220.0
ANM-00784,Angus,Male,33.7,61.2,81.1,68.8,12.7,2,high_energy,3.2,1,66.8,152.1,243.5
ANM-00785,Limuzin,Male,37.9,82.2,93.0,84.4,17.3,2,high_protein,4.63,0,116.0,208.1,356.4
ANM-00786,Simmental,Female,34.5,61.1,83.1,69.1,16.2,1,high_protein,4.13,0,92.6,173.6,271.9
ANM-00787,Hereford,Female,37.0,70.1,73.9,74.2,15.8,4,standard,3.79,0,99.6,190.6,302.0
ANM-00788,Simmental,Male,39.7,71.3,84.9,68.1,25.6,4,high_energy,5.15,0,127.8,255.5,424.7
ANM-00789,Hereford,Female,30.5,71.6,69.8,74.2,25.2,5,standard,4.32,0,102.7,190.9,292.7
ANM-00790,Angus,Male,34.2,80.8,83.8,75.2,13.4,4,high_energy,4.56,0,105.4,202.0,381.1
ANM-00791,Holstein,Female,37.2,82.7,88.9,84.0,17.7,3,standard,4.06,1,90.0,138.8,220.0
ANM-00792,Simmental,Male,40.6,83.3,91.2,84.1,9.2,3,standard,4.45,1,105.0,173.2,298.5
ANM-00793,Simmental,Female,39.7,73.5,86.0,75.2,23.3,4,standard,4.37,0,109.6,212.4,300.2
ANM-00794,Holstein,Female,33.2,74.1,82.3,67.7,13.9,3,high_protein,3.68,0,76.3,148.4,254.8
ANM-00795,Holstein,Female,32.3,79.1,81.9,66.9,8.6,5,standard,4.44,0,84.6,167.0,260.7
ANM-00796,Simmental,Female,46.1,71.6,81.1,70.1,23.9,5,standard,3.8,0,136.0,212.5,323.3
ANM-00797,Holstein,Female,32.9,69.7,88.3,70.4,9.2,5,standard,3.34,0,87.4,148.8,275.9
ANM-00798,Holstein,Male,36.4,72.9,78.5,72.0,10.0,1,standard,4.77,0,93.5,178.4,300.1
ANM-00799,Hereford,Female,34.2,70.7,75.1,67.2,20.1,4,high_protein,4.18,0,105.1,189.5,298.9
ANM-00800,Hereford,Female,36.1,70.7,88.2,68.6,18.0,5,high_energy,5.21,0,112.0,210.1,365.4
ANM-00801,Hereford,Female,43.6,75.0,87.1,84.0,13.4,3,standard,3.52,0,108.9,170.8,272.1
ANM-00802,Simmental,Male,41.6,71.6,88.0,76.1,8.8,4,standard,4.77,1,103.8,180.3,296.3
ANM-00803,Limuzin,Male,36.8,73.2,80.7,72.3,13.5,4,standard,4.84,0,109.8,222.7,355.0
ANM-00804,Angus,Female,40.2,75.1,78.4,61.0,21.9,3,standard,2.86,0,103.6,166.5,252.5
ANM-00805,Holstein,Male,39.6,83.4,95.4,68.2,14.0,3,high_protein,2.46,0,101.2,193.1,304.7
ANM-00806,Holstein,Male,36.4,79.8,87.0,76.8,17.7,2,high_energy,5.67,0,94.0,161.5,326.5
ANM-00807,Angus,Male,38.1,74.9,89.6,71.6,15.4,2,standard,3.09,0,105.7,178.0,292.3
ANM-00808,Holstein,Female,42.8,80.6,87.1,71.2,8.8,4,high_energy,6.67,1,88.4,152.8,258.9
ANM-00809,Jersey,Male,30.8,73.8,72.5,66.9,15.6,4,standard,3.81,0,66.7,155.9,271.2
ANM-00810,Limuzin,Male,43.2,77.7,92.3,76.2,9.6,5,high_energy,5.43,0,140.8,267.7,448.4
ANM-00811,Holstein,Male,37.1,84.0,94.7,81.4,21.2,4,high_energy,5.22,0,123.2,221.9,394.1
ANM-00812,Holstein,Female,37.4,73.6,77.1,66.4,15.4,3,high_energy,4.65,1,82.8,154.5,249.0
ANM-00813,Limuzin,Female,37.4,81.5,86.9,82.7,14.2,5,high_energy,4.68,0,138.6,253.8,405.5
ANM-00814,Angus,Male,30.8,63.6,69.7,66.9,15.7,5,high_protein,4.22,0,94.9,205.7,358.3
ANM-00815,Holstein,Male,37.0,81.2,94.6,89.5,22.8,5,standard,4.91,1,95.7,167.5,262.4
ANM-00816,Limuzin,Female,37.8,86.2,97.9,88.5,20.1,5,standard,5.58,1,126.1,182.4,303.9
ANM-00817,Limuzin,Male,41.3,78.8,96.7,75.5,20.4,4,standard,4.56,0,121.8,210.7,354.4
ANM-00818,Jersey,Female,31.5,69.4,78.1,69.3,10.1,5,high_energy,3.38,0,65.0,148.2,241.3
ANM-00819,Angus,Male,34.2,66.5,72.6,65.7,23.9,4,high_energy,4.88,1,102.1,210.0,328.1
ANM-00820,Simmental,Female,41.6,83.2,84.0,73.7,22.3,5,high_energy,4.44,0,127.7,226.4,370.1
ANM-00821,Holstein,Male,42.5,80.6,81.9,72.1,23.1,4,high_energy,3.87,0,122.5,217.3,359.8
ANM-00822,Angus,Female,36.1,74.2,82.6,73.1,23.1,3,standard,6.13,0,99.7,214.0,359.0
ANM-00823,Simmental,Male,43.0,78.7,85.7,60.1,18.4,4,high_energy,4.2,0,133.4,244.7,402.6
ANM-00824,Angus,Female,35.7,72.1,84.8,71.7,17.5,4,high_energy,3.89,0,93.0,168.0,299.4
ANM-00825,Hereford,Female,33.6,78.3,95.1,76.0,22.9,4,standard,6.53,0,123.3,221.0,351.0
ANM-00826,Holstein,Female,33.2,84.2,91.9,73.5,21.7,3,standard,4.87,0,92.2,182.1,296.6
ANM-00827,Angus,Male,37.8,74.2,75.5,69.5,17.1,2,standard,3.06,1,94.1,153.5,261.7
ANM-00828,Simmental,Male,37.2,76.6,97.2,79.0,24.1,2,standard,3.81,0,104.4,197.6,323.2
ANM-00829,Limuzin,Female,35.7,72.3,83.7,78.7,17.7,4,high_energy,4.23,0,125.7,206.3,338.2
ANM-00830,Simmental,Female,30.1,77.8,79.7,71.2,20.4,4,high_protein,4.74,0,96.3,171.7,287.4
ANM-00831,Angus,Male,40.1,75.0,79.0,59.3,15.3,5,high_energy,3.7,0,106.7,199.6,349.3
ANM-00832,Angus,Male,31.8,71.1,71.5,68.5,10.9,3,standard,4.24,1,77.8,142.1,262.0
ANM-00833,Simmental,Male,34.6,77.7,89.9,77.0,18.9,3,high_energy,6.06,1,116.8,215.9,342.8
ANM-00834,Angus,Female,36.1,78.9,73.0,75.7,20.4,2,high_energy,3.03,0,99.2,184.4,300.9
ANM-00835,Hereford,Female,36.4,70.3,87.4,74.4,8.8,4,standard,4.04,0,101.9,206.7,297.4
ANM-00836,Angus,Female,36.0,70.9,78.1,69.2,18.7,4,high_protein,3.71,0,104.9,181.8,295.7
ANM-00837,Hereford,Female,28.3,62.8,76.0,64.0,22.9,4,standard,4.12,0,81.3,155.1,267.9
ANM-00838,Limuzin,Male,41.6,85.5,91.1,70.4,23.1,4,standard,4.46,0,138.3,231.5,354.3
ANM-00839,Simmental,Male,47.7,79.4,90.8,70.2,13.0,4,standard,4.0,0,130.3,236.5,371.0
ANM-00840,Jersey,Male,30.4,74.3,80.8,71.6,13.2,3,standard,3.96,0,65.0,152.2,268.6
ANM-00841,Holstein,Female,36.8,76.8,88.1,83.1,21.0,4,high_protein,5.35,0,109.0,197.8,334.2
ANM-00842,Hereford,Male,37.3,77.3,86.1,74.4,14.6,5,standard,2.98,0,113.8,222.0,356.6
ANM-00843,Jersey,Male,30.8,63.1,74.5,63.0,23.6,4,standard,3.93,0,77.2,149.6,249.3
ANM-00844,Simmental,Male,38.4,82.0,85.6,78.0,20.0,4,standard,4.15,1,106.4,190.8,304.8
ANM-00845,Holstein,Male,38.9,83.1,83.7,74.8,10.2,4,standard,4.69,1,91.1,177.8,276.0
ANM-00846,Limuzin,Female,38.2,73.2,92.4,80.6,23.5,4,standard,4.69,0,116.0,190.0,324.2
ANM-00847,Simmental,Male,38.4,81.3,89.8,76.2,25.3,3,standard,4.73,0,133.4,237.9,349.9
ANM-00848,Angus,Male,34.2,78.2,84.7,74.9,8.9,1,high_energy,3.89,1,69.5,120.0,221.0
ANM-00849,Holstein,Female,38.8,72.8,80.3,68.3,12.7,4,standard,2.53,0,95.0,171.1,267.0
ANM-00850,Limuzin,Male,41.7,88.5,93.3,89.6,20.0,4,high_energy,5.23,0,135.2,238.5,430.8
ANM-00851,Holstein,Male,44.0,81.2,86.4,78.2,15.0,5,standard,5.02,0,127.7,233.7,382.2
ANM-00852,Holstein,Male,40.4,73.7,81.6,77.5,11.6,3,high_energy,5.38,0,108.5,221.9,386.6
ANM-00853,Limuzin,Female,36.8,79.8,85.3,73.3,16.7,3,high_protein,4.03,0,118.0,217.6,352.6
ANM-00854,Limuzin,Male,46.2,80.1,91.4,83.2,25.2,4,standard,4.7,1,140.0,232.9,375.8
ANM-00855,Holstein,Female,35.7,74.0,89.1,75.5,21.1,4,standard,3.81,0,97.5,174.0,274.8
ANM-00856,Jersey,Female,28.2,63.4,72.4,59.0,14.7,3,high_protein,4.33,0,65.0,135.3,220.0
ANM-00857,Hereford,Female,27.8,63.4,70.1,70.3,17.7,5,standard,3.53,0,95.4,172.3,257.1
ANM-00858,Limuzin,Male,46.0,80.9,92.3,76.6,16.2,4,high_energy,6.29,0,143.8,254.9,449.3
ANM-00859,Simmental,Female,39.1,82.7,89.1,77.4,20.6,4,standard,4.25,0,104.5,184.7,304.8
ANM-00860,Jersey,Male,25.4,62.0,73.4,59.0,21.6,5,standard,3.9,0,65.0,140.8,250.3
ANM-00861,Hereford,Male,39.9,80.3,87.0,66.5,16.5,3,high_energy,6.09,0,114.0,219.1,382.3
ANM-00862,Hereford,Male,36.6,70.3,77.7,79.6,16.2,3,high_protein,4.01,0,111.1,189.8,334.0
ANM-00863,Hereford,Male,37.2,74.3,79.9,69.3,20.1,5,standard,4.44,0,132.9,219.9,367.4
ANM-00864,Angus,Male,40.7,74.4,80.5,76.3,21.0,2,high_energy,4.86,0,101.3,170.0,327.5
ANM-00865,Holstein,Male,32.7,74.5,88.6,84.2,13.5,3,high_energy,3.39,0,84.9,171.4,290.3
ANM-00866,Limuzin,Male,44.7,76.5,97.0,81.0,12.2,5,standard,3.99,0,134.3,236.2,353.9
ANM-00867,Limuzin,Male,35.8,79.1,86.1,83.1,25.6,5,standard,4.43,0,136.4,210.9,342.4
ANM-00868,Hereford,Female,35.9,79.7,91.3,72.5,16.3,3,standard,2.81,0,93.7,165.8,243.7
ANM-00869,Holstein,Female,35.6,83.8,77.8,75.3,16.1,3,standard,3.12,0,91.8,159.8,235.1
ANM-00870,Holstein,Male,42.6,73.1,81.6,83.2,15.3,5,high_energy,3.92,0,118.1,208.4,383.2
ANM-00871,Hereford,Female,32.3,73.9,92.5,70.2,12.3,3,standard,3.48,0,104.7,176.1,248.5
ANM-00872,Holstein,Male,35.5,76.6,91.6,74.4,12.7,2,standard,5.08,1,79.7,158.3,268.2
ANM-00873,Limuzin,Male,38.6,80.0,79.5,63.4,24.1,4,high_energy,4.49,0,129.1,228.1,405.2
ANM-00874,Simmental,Male,42.5,88.7,90.4,85.2,13.6,3,high_energy,6.36,0,134.1,253.5,449.6
ANM-00875,Hereford,Male,37.9,75.3,91.9,76.4,8.3,3,high_energy,5.46,1,97.6,189.4,329.7
ANM-00876,Limuzin,Male,39.3,79.7,92.2,79.7,22.2,2,high_energy,5.79,1,122.9,207.8,370.3
ANM-00877,Simmental,Male,40.4,85.0,97.5,81.0,14.3,4,standard,3.84,0,118.9,221.4,384.9
ANM-00878,Simmental,Male,47.4,71.2,90.0,69.7,18.2,4,high_energy,4.6,0,124.2,236.2,395.6
ANM-00879,Angus,Male,34.3,71.5,75.3,70.1,20.7,4,standard,4.53,0,105.1,195.9,339.7
ANM-00880,Angus,Male,38.3,77.3,93.8,81.3,21.8,4,standard,4.09,0,124.7,242.6,402.5
ANM-00881,Simmental,Male,40.4,78.9,92.2,76.1,22.6,5,standard,3.95,0,126.1,232.3,360.8
ANM-00882,Angus,Male,34.4,76.0,81.1,78.2,18.4,4,high_energy,4.22,0,111.6,197.3,346.9
ANM-00883,Limuzin,Male,43.6,91.0,92.5,91.6,24.8,5,high_energy,6.18,1,138.2,238.4,386.5
ANM-00884,Jersey,Male,27.8,64.5,69.4,72.0,15.7,4,standard,2.44,0,65.0,158.0,265.6
ANM-00885,Holstein,Male,36.4,73.2,91.7,75.2,17.0,4,high_protein,5.26,0,112.4,205.9,330.4
ANM-00886,Simmental,Male,37.4,75.4,89.4,69.1,23.8,5,high_protein,4.82,0,126.6,234.5,415.7
ANM-00887,Simmental,Male,40.4,72.6,88.2,79.4,17.5,5,standard,4.25,0,126.8,237.0,389.8
ANM-00888,Holstein,Female,39.4,76.2,78.3,76.7,16.8,4,high_energy,5.27,1,88.5,170.3,290.5
ANM-00889,Holstein,Male,34.8,77.8,84.8,71.1,18.1,4,standard,5.34,0,94.0,196.5,301.7
ANM-00890,Angus,Male,37.7,72.8,73.1,69.8,16.6,3,high_protein,5.25,0,108.4,218.3,357.7
ANM-00891,Simmental,Male,37.4,83.1,93.1,75.9,22.7,4,standard,3.68,1,114.5,187.4,315.6
ANM-00892,Limuzin,Female,38.2,85.0,98.6,86.2,22.7,4,standard,4.0,1,117.9,175.8,263.8
ANM-00893,Simmental,Female,44.2,80.1,93.3,83.8,9.8,3,standard,3.59,0,108.1,189.8,274.0
ANM-00894,Holstein,Female,41.9,80.8,85.3,71.2,24.7,5,standard,4.63,0,119.8,202.3,326.7
ANM-00895,Hereford,Female,36.1,70.6,79.6,63.1,16.3,4,high_energy,4.94,0,116.3,209.7,364.2
ANM-00896,Limuzin,Male,44.4,86.1,93.1,83.5,12.6,3,standard,4.31,0,128.2,239.0,390.5
ANM-00897,Simmental,Female,35.7,69.4,82.1,70.2,12.6,4,standard,4.86,0,102.5,184.3,303.9
ANM-00898,Holstein,Male,37.5,75.0,78.7,69.2,17.9,4,high_energy,5.73,0,108.9,235.5,420.8
ANM-00899,Holstein,Female,37.6,73.7,77.0,67.6,10.5,4,high_protein,4.91,0,92.9,183.2,299.8
ANM-00900,Jersey,Male,30.1,67.6,74.9,71.7,20.5,3,high_energy,4.87,0,73.9,165.2,314.1
ANM-00901,Jersey,Male,26.1,76.1,69.0,65.6,8.5,3,standard,4.77,0,65.0,127.6,246.0
ANM-00902,Simmental,Female,35.5,71.5,85.1,75.2,14.1,3,standard,4.19,1,97.2,179.4,265.6
ANM-00903,Holstein,Male,41.6,88.8,94.0,81.7,12.6,5,standard,3.88,0,121.4,213.8,342.0
ANM-00904,Jersey,Female,33.4,65.9,75.6,65.3,22.6,3,high_protein,4.14,0,65.0,120.0,220.0
ANM-00905,Limuzin,Male,39.9,82.5,92.1,79.0,17.6,2,high_energy,4.29,1,104.8,195.4,321.9
ANM-00906,Angus,Female,34.7,76.1,80.4,63.7,14.5,4,high_energy,5.48,1,98.7,178.1,291.7
ANM-00907,Jersey,Female,29.2,60.8,72.1,62.8,23.9,3,high_protein,4.2,0,65.0,129.0,243.5
ANM-00908,Holstein,Male,35.5,70.3,80.7,72.8,23.9,5,standard,4.81,0,117.6,224.2,359.3
ANM-00909,Simmental,Female,37.2,77.3,93.8,72.3,8.4,4,high_energy,3.7,1,77.7,120.0,237.8
ANM-00910,Simmental,Female,28.4,84.4,88.7,75.9,22.5,4,standard,3.21,0,113.2,183.7,283.1
ANM-00911,Hereford,Female,27.0,62.6,79.0,60.4,24.4,5,standard,4.27,1,81.5,140.0,238.9
ANM-00912,Limuzin,Male,36.9,85.0,102.0,91.1,15.9,2,standard,3.02,1,108.4,180.8,290.3
ANM-00913,Limuzin,Male,31.9,83.8,84.9,70.1,24.4,5,standard,3.62,1,94.4,187.7,296.1
ANM-00914,Limuzin,Female,30.4,82.9,89.6,77.2,14.2,4,high_protein,4.33,0,104.8,191.9,322.4
ANM-00915,Limuzin,Male,38.7,81.7,86.2,77.1,13.8,5,standard,4.65,0,129.2,235.1,373.6
ANM-00916,Limuzin,Male,37.7,81.6,86.9,74.1,17.0,1,high_protein,4.65,0,101.1,222.9,362.3
ANM-00917,Holstein,Male,35.4,83.1,89.5,78.2,19.3,5,high_energy,5.82,0,98.4,208.2,377.9
ANM-00918,Holstein,Female,37.5,62.7,76.2,66.2,15.8,5,high_energy,4.24,0,100.7,196.2,328.5
ANM-00919,Simmental,Male,39.6,62.8,73.8,64.4,23.4,5,high_protein,4.76,1,111.7,185.6,330.0
ANM-00920,Angus,Female,33.2,76.3,84.9,74.8,22.4,4,standard,3.74,0,109.4,208.3,315.4
ANM-00921,Holstein,Female,40.7,71.1,91.4,75.8,16.8,5,standard,3.83,0,105.4,177.4,281.0
ANM-00922,Limuzin,Male,38.0,84.1,93.7,74.4,10.3,3,standard,5.67,0,119.2,224.4,352.6
ANM-00923,Angus,Male,38.6,71.5,77.0,67.8,25.8,4,standard,4.64,0,118.4,217.2,368.9
ANM-00924,Angus,Female,37.1,73.4,84.3,75.0,9.2,1,high_protein,3.93,1,76.2,133.2,223.5
ANM-00925,Holstein,Male,31.9,77.6,85.4,67.2,9.2,3,standard,3.14,0,71.4,142.7,267.8
ANM-00926,Simmental,Female,39.0,70.1,81.3,69.1,9.1,5,standard,5.04,0,111.7,204.1,348.0
ANM-00927,Holstein,Female,26.5,78.3,69.6,84.3,18.6,2,standard,3.93,1,65.0,131.1,220.0
ANM-00928,Limuzin,Female,33.8,80.9,84.8,72.4,16.4,3,standard,3.89,0,102.6,204.2,331.6
ANM-00929,Angus,Male,33.6,80.5,83.3,72.7,10.6,2,high_energy,5.23,1,91.4,172.3,309.4
ANM-00930,Hereford,Female,28.2,79.9,91.6,72.4,25.1,5,standard,3.79,0,105.0,181.4,305.9
ANM-00931,Simmental,Female,43.2,75.1,86.2,81.3,13.7,5,high_energy,4.1,1,115.8,184.7,268.2
ANM-00932,Simmental,Male,33.0,79.6,88.1,82.7,17.9,4,high_energy,5.71,0,113.0,252.5,410.8
ANM-00933,Simmental,Female,37.5,78.6,78.3,69.6,12.3,5,high_energy,4.78,0,101.0,198.7,322.1
ANM-00934,Hereford,Female,33.8,83.2,85.4,70.2,23.1,5,standard,5.13,0,111.6,212.8,361.4
ANM-00935,Hereford,Female,35.5,69.5,76.5,59.3,23.2,4,high_energy,5.77,1,106.2,196.5,309.1
ANM-00936,Holstein,Male,30.7,65.0,70.1,73.7,14.1,3,standard,3.22,0,81.0,181.0,288.5
ANM-00937,Limuzin,Male,39.8,79.1,87.0,85.6,11.3,2,standard,4.1,1,101.6,168.2,271.0
ANM-00938,Holstein,Male,40.2,81.5,85.4,80.8,10.3,4,high_energy,5.02,1,103.0,178.2,289.0
